,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,year,month,Day,Hour
263,Gary Phillips,"So far, I am pretty meh about Bumble. It is just another swipe to like or reject dating app that seems more interested in getting people to shell out money for premium features than it does in actually bringing them together. Women make the first move on Bumble, and I'm okay with that, but it seems no one ever responds, and I have now liked dozens of profiles. It is dating inertia. I've had two likes, and both allowed the timer to run out without contacting me. I'm not impressed.",3,0,5.362.0,2024-03-20 11:47:12,We know that from time to time people can get busy or feel nervous starting a chat and this can be frustrating if you are really interested in the connection! That's why we give our members one free Extend per day in the hopes it will give those who need it a little more time to start the chat. You can learn more here: https://bit.ly/3llOnmI.,2024-03-20 13:35:13,5.362.0,2024,3,Wednesday,11
264,Shivam Andhale,app is nice but I don't find matches,4,0,5.361.0,2024-03-20 11:02:20,We're sorry to hear you haven't had the best experience on Bumble. For ideas to improve your profile check out these resources (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches.,2024-03-20 13:18:44,5.361.0,2024,3,Wednesday,11
265,Tyler Mills,Noone is gonna pay to send someone a message. Who would charge people when Facebook is free lol,1,1,5.362.0,2024-03-20 11:00:33,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-20 13:18:43,5.362.0,2024,3,Wednesday,11
266,Kevin Parry,Can't delete this app,1,0,,2024-03-20 10:58:18,"We’re sad to see you go and we hope to welcome you back into The Hive again in the future. To delete your account, scroll to the bottom of your settings and tap on “delete account” and then type in “delete” in all lowercase letters. Remember, if you are just looking for a small break, you can always use our Snooze feature instead. 🐝",2024-03-20 13:18:13,,2024,3,Wednesday,10
267,Dawn Ruedisueli,Trying to cancel is so difficult. Swiping is Very sensitive. Did not care for. Also location is waaaaaay off.,1,1,5.359.1,2024-03-20 10:37:03,We appreciate you sharing your feedback with us. We are always looking for ways to improve our members' experience on the app so we will make sure to pass your input along to our Product Team.,2024-03-20 13:24:43,5.359.1,2024,3,Wednesday,10
268,Kristopher Bailey,It's better than Tinder..not like that's a crazy compliment but hey... when life gives you lemons,4,0,5.362.0,2024-03-20 09:44:48,Thanks for your positive feedback. We're rooting for you! 🐝,2024-03-20 13:34:47,5.362.0,2024,3,Wednesday,9
269,May Heart,unfair and sexist photo filter,1,2,5.362.0,2024-03-20 09:02:53,"We're sorry to hear that you didn't have a great experience with us. At Bumble, we believe in treating everyone with kindness and respect, regardless of who they are. If you'd like us to take a look at your profile, just send us a message on Twitter or Facebook (@BumbleSupport). 💛",2024-03-20 13:23:13,5.362.0,2024,3,Wednesday,9
270,Nagraj v,Useless,1,2,5.362.0,2024-03-20 08:52:29,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-20 13:22:13,5.362.0,2024,3,Wednesday,8
271,Brandon Lail,"Waste of time and money. If you happen to receive a match, good luck ever seeing their profile again since you can't open their profile in your match list. You'll be greeted with a blank screen and the reminder that dating apps are designed to scam you long term 🤷‍♂️",1,2,5.362.0,2024-03-20 08:43:34,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-20 13:33:43,5.362.0,2024,3,Wednesday,8
272,Stellar Harbour,"Limited likes and you can't write when even matched, braindead devs, dead app +",1,1,,2024-03-20 08:20:39,"We're always working to increase the number of genuine, quality connections for our users. Part of that means encouraging more intentional swiping. We incorporated a swipe limit to help our users get the results they’re hoping for. If you're in a rush to see more users though, you're always welcome to upgrade your account to Boost or Premium.",2024-03-20 13:21:48,,2024,3,Wednesday,8
273,Kichu Vijay,i think good,2,0,5.362.0,2024-03-20 08:14:28,"Thanks for sharing this feedback with us—we love that you're enjoying using the app! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-20 13:21:46,5.362.0,2024,3,Wednesday,8
274,Rangile Sharma,Nice 👍,5,0,5.362.0,2024-03-20 07:51:03,We appreciate your kind words. 🙌,2024-03-20 13:21:44,5.362.0,2024,3,Wednesday,7
275,Maxx Arthur,Total rip off,1,1,5.362.0,2024-03-20 07:36:24,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-20 13:21:43,5.362.0,2024,3,Wednesday,7
276,Stuart Aitken,"""You're out of likes""…. ""You're out of likes""....""You're out of likes"".... The app makes itself unusable. Hits the pay wall way too fast, and often takes 48 hours or more to reset. Pointless, utterly unusable. I used to buy premium every now and again on this app but now I feel too angry to do so, it's just too restrictive and expensive. Greed got the better of them.",1,11,5.358.0,2024-03-20 07:01:32,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-20 13:25:13,5.358.0,2024,3,Wednesday,7
277,Farah Manzoor,It's stuck at picture uploading for days now,1,1,5.362.0,2024-03-20 06:33:23,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-20 13:21:14,5.362.0,2024,3,Wednesday,6
278,Nappy Intellectual,"Can't get a verification code, switched to the option of verification through a phone call, and it still didn't work",1,1,,2024-03-20 06:32:20,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-20 13:24:45,,2024,3,Wednesday,6
279,A Google user 2,So muchbertt,5,0,5.361.0,2024-03-20 06:05:57,It's great to hear that you're buzzin' in the Hive! 🐝,2024-03-20 13:21:13,5.361.0,2024,3,Wednesday,6
280,Diane Reese,Like every dating app it's disappointing. We shouldn't have to pay to see who swiped on us and for features that are basic. No wonder the rating was so low i should've listened. Do better if you even care,1,1,,2024-03-20 05:57:30,You don't need to spend any money to match with admirers or notifications in your Beeline. These are people who have already swiped right on your profile and are waiting for you to swipe right on them. You can find them in your swipe deck for free.,2024-03-20 13:20:45,,2024,3,Wednesday,5
281,Michaela German,It was easy to find a partner who was like me. I found what I was looking for,5,0,5.361.0,2024-03-20 05:48:25,We’re thrilled you made such a special connection in the Hive! Please tell us more about your story at https://bumble.com/success-stories/share 💛,2024-03-20 13:20:43,5.361.0,2024,3,Wednesday,5
282,Jerick Pedroso,Ok,5,0,5.362.0,2024-03-20 05:36:43,We're buzzin'! Thank you for being part of our Community. 🐝,2024-03-20 13:20:16,5.362.0,2024,3,Wednesday,5
283,Nyree Toerien,Superficial and a waste of time.,1,1,,2024-03-20 05:31:27,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-20 13:20:14,,2024,3,Wednesday,5
284,Miles Davis,Does what it sais,5,0,5.354.0,2024-03-20 05:26:27,We appreciate your kind words. 🙌,2024-03-20 13:20:12,5.354.0,2024,3,Wednesday,5
285,Gary Daniels,"I've tried and tried to use this app but anytime I log in it glitches me back to the main menu, or when I do get logged in and click to accept the gender settings nothing happens and it's still glitched. Been this way for years almost now and no fix.",1,0,5.362.0,2024-03-20 04:54:54,This shouldn't be happening and sounds like something our team could easily help fix. Please get in contact with us at bumble.com/contact so we can help you with this right away.,2024-03-20 13:40:44,5.362.0,2024,3,Wednesday,4
286,Steven Fields,"""DO NOT BUY"" . During my time with Bumble. I purchased a 6-month Premium with a 2 month Premium+ package. In that time, I devoted a lot of spare time to this endeavor. In the end, I got zero dates and a couple of stale conversations. The app does not incentivize women to send messages. Bumble has shown me what is wrong with the online dating scene where neither side is being held accountable. It's a waste of time and effort to purchase their Premium packages. If you are a guy,do not purchase.",1,60,5.362.0,2024-03-20 04:53:37,We're sorry to hear you haven't had the best experience on Bumble. For ideas to improve your profile check out these resources (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches.,2024-03-20 13:40:43,5.362.0,2024,3,Wednesday,4
