,original_title,genres,original_language,production_countries,production_companies,release_date,year,month,Day,budget,revenue,runtime,status,vote_average,vote_count,popularity
2468,The Roommate(2011),"Thriller,Drama,Horror",en,United States of America,"Vertigo Entertainment,Screen Gems",2011-02-04,2011,2,Friday,16000000,40492759,91.0,Released,5.3,224,11.807269
2469,Joe Dirt(2001),"Mystery,Adventure,Comedy,Romance,Drama",en,United States of America,"Columbia Pictures,Happy Madison Productions",2001-04-10,2001,4,Tuesday,17700000,30987695,91.0,Released,5.5,242,15.976335
2470,Double Impact(1991),"Thriller,Action,Crime,Drama",en,United States of America,Stone Group Pictures,1991-08-10,1991,8,Saturday,15000000,30102717,110.0,Released,5.3,215,10.484642
2471,Hot Fuzz(2007),"Crime,Action,Comedy",en,United Kingdom,"Universal Pictures,Big Talk Productions,StudioCanal,GAGA,Working Title Films",2007-02-14,2007,2,Wednesday,12000000,80573774,121.0,Released,7.4,2199,38.623178
2472,The Women(2008),"Comedy,Drama,Romance",en,United States of America,New Line Cinema,2008-09-12,2008,9,Friday,16000000,50007546,114.0,Released,4.6,96,8.8321
2473,Vicky Cristina Barcelona(2008),"Drama,Romance",en,"United States of America,Spain","The Weinstein Company,Gravier Productions,Antena 3 Films,Televisió de Catalunya (TV3),Antena 3 Televisión,Mediapro",2008-08-15,2008,8,Friday,15000000,96408652,96.0,Released,6.7,1020,32.758254
2474,Arn: Tempelriddaren(2007),"Action,Adventure,Drama,Romance",sv,Sweden,"Danmarks Radio (DR),Telepool,AMC Pictures,TV4 Sweden,SF Norge,Molinare Studios,Yleisradio (YLE),Svensk Filmindustri (SF),Juonifilmi,TV2 Norge,Film i Väst,Soundchef Studios,Arion Communications Ltd.,Dagsljus Filmequipment,Sheba Films,Sandline Production,Europa Film Sound Production",2007-12-17,2007,12,Monday,25000000,0,139.0,Released,6.4,76,6.091033
2475,Boys and Girls(2000),"Comedy,Drama,Romance",en,United States of America,Punch 21 Productions,2000-06-16,2000,6,Friday,16000000,20627372,94.0,Released,5.4,103,9.119797
2476,White Oleander(2002),Drama,en,"Germany,United States of America","Pandora Filmproduktion,John Wells Productions,Gaylord Films,Warner Bros.,Oleandor Productions",2002-10-11,2002,10,Friday,0,0,109.0,Released,7.2,108,9.423866
2477,Jennifer's Body(2009),"Comedy,Horror",en,United States of America,"Dune Entertainment,Fox Atomic",2009-09-18,2009,9,Friday,16000000,31556061,100.0,Released,5.3,837,32.257414
2478,Drowning Mona(2000),"Comedy,Crime,Mystery",en,United States of America,"Code Entertainment,Neverland Films",2000-03-03,2000,3,Friday,16000000,15427192,96.0,Released,5.4,43,3.021835
2479,Radio Days(1987),"Comedy,Drama",en,United States of America,Orion Pictures,1987-01-30,1987,1,Friday,16000000,0,90.0,Released,7.0,127,7.612849
2480,Remember Me(2010),"Drama,Romance",en,United States of America,Summit Entertainment,2010-03-12,2010,3,Friday,20000000,0,113.0,Released,6.9,948,36.764666
2481,How to Deal(2003),"Drama,Comedy,Romance",en,United States of America,"Golden Mean,Focus Features,Radar Pictures",2003-07-18,2003,7,Friday,0,0,99.0,Released,5.7,42,3.199784
2482,My Stepmother is an Alien(1988),"Comedy,Science Fiction",en,United States of America,"Weintraub Entertainment Group,The Catalina Production Group",1988-12-09,1988,12,Friday,20000000,13854000,108.0,Released,5.3,131,9.455596
2483,Philadelphia(1993),Drama,en,United States of America,"TriStar Pictures,Clinica Estetico",1993-12-22,1993,12,Wednesday,26000000,206678440,125.0,Released,7.6,988,44.301745
2484,The Thirteenth Floor(1999),"Thriller,Science Fiction,Mystery",en,United States of America,"Columbia Pictures,Centropolis Film Productions",1999-04-16,1999,4,Friday,16000000,18564088,100.0,Released,6.8,378,19.890428
2485,The Cookout(2004),"Comedy,Drama",en,United States of America,Cookout Productions,2004-09-03,2004,9,Friday,16000000,12,97.0,Released,4.6,10,0.830596
2486,Meteor(1979),"Action,Science Fiction,Thriller",en,United States of America,"Palladium Productions,American International Pictures (AIP),Meteor Joint Venture",1979-10-19,1979,10,Friday,0,0,107.0,Released,5.1,36,2.637355
2487,Duets(2000),"Comedy,Drama,Music",en,United States of America,"Hollywood Pictures,Beacon Pictures,Seven Arts Pictures",2000-09-09,2000,9,Saturday,0,0,112.0,Released,5.5,34,2.25453
2488,Hollywood Ending(2002),"Comedy,Drama",en,United States of America,DreamWorks SKG,2002-05-03,2002,5,Friday,16000000,0,112.0,Released,6.4,113,8.711782
2489,Detroit Rock City(1999),"Comedy,Music",en,United States of America,"New Line Cinema,Base 12 Productions,Corrupter Production Service Ltd.,Takoma Entertainment,KISS Nation",1999-08-13,1999,8,Friday,6500000,4217115,95.0,Released,6.7,100,5.700333
2490,Highlander(1986),"Adventure,Action,Fantasy",en,"United Kingdom,United States of America","Davis-Panzer Productions,Thorn EMI Screen Entertainment",1986-03-07,1986,3,Friday,16000000,5900000,116.0,Released,6.8,624,29.253833
2491,Things We Lost in the Fire(2007),Drama,en,United States of America,"DreamWorks SKG,Neal Street Productions,DreamWorks Pictures,Province of British Columbia Production Services Tax Credit",2007-09-26,2007,9,Wednesday,16000000,2849142,113.0,Released,6.7,90,8.842869
2492,Steel(1997),"Science Fiction,Action,Adventure",en,United States of America,"Quincy Jones-David Salzman Entertainment,Warner Bros.,DC Entertainment",1997-08-15,1997,8,Friday,16000000,1686429,97.0,Released,4.3,48,2.848727
2493,The Immigrant(2013),"Drama,Romance",en,United States of America,"Kingsgate Films,Worldview Entertainment",2013-07-03,2013,7,Wednesday,16000000,5867686,117.0,Released,6.2,250,13.832464
2494,The White Countess(2005),"Drama,History,Family,Romance",en,"China,Germany,Russia,United Kingdom,United States of America","Sony Pictures Classics,Shanghai Film Group,Merchant Ivory Productions",2005-10-30,2005,10,Sunday,0,0,135.0,Released,6.9,21,4.488547
2495,Trance(2013),"Thriller,Crime,Drama,Mystery",en,"United Kingdom,France","Cloud Eight Films,Pathé,Decibel Films,Film4",2013-03-27,2013,3,Wednesday,20000000,24261569,101.0,Released,6.5,956,38.802415
2496,Soul Plane(2004),"Romance,Comedy",en,United States of America,Metro-Goldwyn-Mayer (MGM),2004-05-28,2004,5,Friday,16000000,14822346,86.0,Released,4.7,108,9.400404
2497,Bienvenue chez les ch'tis(2008),Comedy,fr,France,"Centre National de la Cinématographie,TF1 Films Productions,Pathé Renn Productions,Hirsch,Canal+,CinéCinéma,Région Nord-Pas-de-Calais,Les Productions du Chicon,Centre Régional des Ressources Audiovisuelles (CRRAV)",2008-01-09,2008,1,Wednesday,11000000,53191886,106.0,Released,6.8,615,18.923181
2498,Good(2008),Drama,en,"Germany,United Kingdom",,2008-12-11,2008,12,Thursday,0,0,96.0,Released,6.3,29,2.397987
2499,Enter the Void(2009),"Fantasy,Drama",en,"Canada,France,Germany,Italy","BIM Distribuzione,Wild Bunch",2009-05-05,2009,5,Tuesday,13000000,754249,161.0,Released,7.2,387,20.39955
2500,Vamps(2012),"Comedy,Romance,Horror",en,United States of America,"Lucky Monkey Pictures,Red Hour Films",2012-08-25,2012,8,Saturday,16000000,0,93.0,Released,4.8,91,7.251897
2501,Hachi: A Dog's Tale(2009),"Drama,Family",en,"United Kingdom,United States of America","Grand Army Entertainment,Scion Films,Inferno Distribution,Stage 6 Films,Hachiko,Opperman Viner Chrystyn Entertainment",2009-06-13,2009,6,Saturday,16000000,47801389,93.0,Released,7.7,1717,43.217089
2502,Zulu(2013),"Crime,Drama,Thriller",en,"South Africa,France","Eskwad,M6 Films,Canal+,Pathé,Ciné+,Lobster Tree,W9",2013-12-04,2013,12,Wednesday,16000000,0,110.0,Released,6.7,172,14.529496
2503,The Homesman(2014),"Western,Drama",en,"France,United States of America","The Javelina Film Company,EuropaCorp,Ithaca Pictures",2014-05-18,2014,5,Sunday,16000000,3442853,122.0,Released,6.4,258,20.59148
2504,Juwanna Mann(2002),"Comedy,Drama",en,United States of America,"Warner Bros.,Morgan Creek Productions",2002-06-21,2002,6,Friday,15600000,0,91.0,Released,4.2,20,2.244947
2505,Ararat(2002),"War,Drama",en,"Canada,France","Alliance Atlantis Communications,Serendipity Point Films,Ego Film Arts",2002-05-20,2002,5,Monday,0,0,115.0,Released,5.7,16,1.326264
2506,Madison(2001),"Action,Adventure,Drama",en,United States of America,,2001-01-23,2001,1,Tuesday,0,0,99.0,Released,5.3,3,0.212108
2507,Slow Burn(2005),"Mystery,Crime,Drama,Thriller",en,United States of America,"Sidney Kimmel Entertainment,Greenestreet Films,Longfellow Pictures,Bonnie Timmermann Productions",2005-09-12,2005,9,Monday,15500000,1237615,93.0,Released,5.5,16,6.630856
2508,Wasabi(2001),"Drama,Action,Comedy",fr,"Japan,France","Canal Plus,TF1 Films Productions,Tobis,Destiny,EuropaCorp",2001-10-31,2001,10,Wednesday,15300000,0,94.0,Released,6.2,283,18.20957
2509,Slither(2006),"Comedy,Horror,Science Fiction",en,"Canada,United States of America",Universal Pictures,2006-03-31,2006,3,Friday,15500000,0,95.0,Released,6.3,317,17.327279
2510,Beverly Hills Cop(1984),"Action,Comedy,Crime",en,United States of America,"Paramount Pictures,Eddie Murphy Productions",1984-11-29,1984,11,Thursday,15000000,316360478,105.0,Released,6.8,961,29.843818
2511,Home Alone(1990),"Comedy,Family",en,United States of America,"Twentieth Century Fox Film Corporation,Hughes Entertainment",1990-11-09,1990,11,Friday,18000000,476684675,103.0,Released,7.1,2414,2.186927
2512,Three Men and a Baby(1987),"Family,Comedy,Drama",es,United States of America,"Touchstone Pictures,Interscope Communications",1987-11-27,1987,11,Friday,0,0,102.0,Released,5.8,253,12.335827
2513,Tootsie(1982),"Comedy,Romance",en,United States of America,"Columbia Pictures Corporation,Mirage Enterprises,Punch Productions,Delphi Films,The Criterion Collection",1982-12-16,1982,12,Thursday,21000000,177200000,116.0,Released,6.9,421,20.818567
2514,Top Gun(1986),"Action,Romance,War",en,United States of America,Paramount Pictures,1986-05-16,1986,5,Friday,15000000,356830601,110.0,Released,6.7,1698,58.900647
2515,卧虎藏龙(2000),"Adventure,Drama,Action,Romance",zh,"China,Hong Kong,Taiwan,United States of America","Sony Pictures Classics,China Film Co-Production Corporation,Columbia Pictures Film Production Asia,Good Machine,EDKO Film,Asia Union Film & Entertainment Ltd.,United China Vision,Zoom Hunt International Productions Company Ltd.",2000-10-01,2000,10,Sunday,17000000,213525736,120.0,Released,7.2,927,45.742254
2516,American Beauty(1999),Drama,en,United States of America,"DreamWorks SKG,Jinks/Cohen Company",1999-09-15,1999,9,Wednesday,15000000,356296601,122.0,Released,7.9,3313,80.878605
2517,The King's Speech(2010),"Drama,History",en,United Kingdom,"The Weinstein Company,UK Film Council,Bedlam Productions,See-Saw Films,Aegis Film Fund,FilmNation Entertainment,Momentum Pictures,Molinare Investment",2010-09-06,2010,9,Monday,15000000,414211549,118.0,Released,7.6,2752,54.053576
2518,Twins(1988),Comedy,en,United States of America,Universal Pictures,1988-12-09,1988,12,Friday,15000000,216614388,107.0,Released,5.7,559,17.638286
2519,The Yellow Handkerchief(2008),"Drama,Romance",en,United States of America,area japan,2008-12-17,2008,12,Wednesday,15000000,317000,102.0,Released,6.4,52,3.803495
2520,The Color Purple(1985),Drama,en,United States of America,"Amblin Entertainment,The Guber-Peters Company,Warner Bros.",1985-12-18,1985,12,Wednesday,15000000,146292009,154.0,Released,7.7,338,17.571533
2521,해운대(2009),"Action,Adventure,Drama,Thriller",ko,South Korea,"Polygon Entertainment,CJ Entertainment,Doosabu Film",2009-06-06,2009,6,Saturday,16000000,11301649,120.0,Released,6.5,48,4.628525
2522,The Imitation Game(2014),"History,Drama,Thriller,War",en,United Kingdom,"Black Bear Pictures,Bristol Automotive",2014-11-14,2014,11,Friday,14000000,233555708,113.0,Released,8.0,5723,145.364591
2523,Private Benjamin(1980),Comedy,en,United States of America,Warner Bros.,1980-10-06,1980,10,Monday,0,0,109.0,Released,6.0,102,12.18838
2524,Coal Miner's Daughter(1980),"Drama,Music",en,United States of America,Universal Pictures,1980-03-07,1980,3,Friday,15000000,67182787,125.0,Released,7.2,67,3.826685
2525,Diary of a Wimpy Kid(2010),"Comedy,Family",en,"United Kingdom,United States of America","Dune Entertainment,Color Force,Dayday Films",2010-03-19,2010,3,Friday,15000000,75700498,92.0,Released,5.9,355,21.095489
2526,Mama(2013),Horror,en,"Spain,Canada","Universal Pictures,Toma 78,De Milo",2013-01-17,2013,1,Thursday,15000000,146497771,100.0,Released,6.0,1401,47.455148
2527,National Lampoon's Vacation(1983),"Comedy,Adventure,Romance",en,United States of America,Warner Bros.,1983-07-28,1983,7,Thursday,15000000,61399552,98.0,Released,7.1,410,22.838834
2528,Jackass Presents: Bad Grandpa(2013),Comedy,en,United States of America,"Paramount Pictures,MTV Films,Dickhouse Productions",2013-10-22,2013,10,Tuesday,15000000,151831537,92.0,Released,6.0,680,27.165222
2529,The Queen(2006),Drama,en,"France,Italy,United Kingdom,United States of America","BIM Distribuzione,Granada Film Productions,Scott Rudin Productions,Pathé Renn Productions,Pathé Pictures International,Canal+,Future Films,France 3 Cinema",2006-09-15,2006,9,Friday,15000000,123384128,103.0,Released,6.8,338,19.113278
2530,Beetlejuice(1988),"Fantasy,Comedy",en,United States of America,"Geffen Company, The,Warner Bros.",1988-02-29,1988,2,Monday,15000000,73326666,92.0,Released,7.1,1444,58.553213
2531,Why Did I Get Married?(2007),"Comedy,Drama",en,United States of America,Lions Gate Films,2007-10-12,2007,10,Friday,15000000,55184721,113.0,Released,6.1,33,2.005111
2532,Little Women(1994),"Drama,Romance",en,United States of America,Columbia Pictures,1994-12-21,1994,12,Wednesday,18000000,0,115.0,Released,7.0,215,16.418639
2533,The Woman in Black(2012),"Drama,Horror,Thriller",en,"Canada,Sweden,United Kingdom","Hammer Film Productions,UK Film Council,Alliance Films,Film i Väst,Talisman Productions,Cross Creek Pictures,Exclusive Media Group,Filmgate Films",2012-02-01,2012,2,Wednesday,17000000,127730736,95.0,Released,6.1,1206,43.675191
2534,When a Stranger Calls(2006),"Horror,Thriller",en,United States of America,"Davis Entertainment,Screen Gems",2006-02-03,2006,2,Friday,15000000,66966987,87.0,Released,5.4,268,4.688212
2535,Big Fat Liar(2002),"Comedy,Family",en,United States of America,Universal Pictures,2002-02-08,2002,2,Friday,15000000,52970014,88.0,Released,5.6,197,9.125594
2536,The Deer Hunter(1978),"Drama,War",en,"United Kingdom,United States of America","Universal Pictures,EMI Films Ltd.",1978-12-08,1978,12,Friday,15000000,50000000,183.0,Released,7.8,921,19.786392
2537,Wag the Dog(1997),"Comedy,Drama",en,United States of America,"New Line Cinema,Tribeca Productions,Baltimore Pictures",1997-12-25,1997,12,Thursday,15000000,64256513,97.0,Released,6.7,270,13.581966
2538,The Lizzie McGuire Movie(2003),"Family,Comedy",en,United States of America,"Walt Disney Pictures,Teen Life Productions",2003-04-25,2003,4,Friday,17000000,55534455,94.0,Released,5.7,280,11.927667
2539,Snitch(2013),"Thriller,Drama",en,"United States of America,United Arab Emirates","Front Street Productions,Participant Media,Imagenation Abu Dhabi FZ,Exclusive Media Group,Spitfire Pictures",2013-02-21,2013,2,Thursday,35000000,42930462,112.0,Released,5.8,1138,30.556135
2540,Krampus(2015),"Horror,Comedy,Fantasy",en,United States of America,"Universal Pictures,Legendary Pictures",2015-11-26,2015,11,Thursday,15000000,61548707,98.0,Released,5.9,584,31.565117
2541,The Faculty(1998),"Horror,Mystery,Science Fiction",en,United States of America,"Dimension Films,Los Hooligans Productions",1998-12-25,1998,12,Friday,15000000,40283321,104.0,Released,6.2,492,21.535126
2542,What's Love Got to Do with It(1993),"Drama,Music",en,United States of America,Touchstone Pictures,1993-06-09,1993,6,Wednesday,0,0,118.0,Released,6.9,72,7.921311
2543,Cop Land(1997),"Action,Crime,Drama",en,United States of America,"Miramax Films,Across the River Productions,Woods Entertainment",1997-08-15,1997,8,Friday,15000000,44862187,104.0,Released,6.6,382,19.284129
2544,Not Another Teen Movie(2001),Comedy,en,United States of America,"Original Film,Columbia Pictures Corporation,Neal H. Moritz Productions",2001-12-07,2001,12,Friday,16000000,66468332,89.0,Released,5.5,431,23.423082
2545,End of Watch(2012),"Crime,Drama,Thriller",en,United States of America,"Emmett/Furla Films,Exclusive Media Group,Hedge Fund Film Partners,Crave Films,Knightsbridge Entertainment,Le Grisbi Productions,5150 Action",2012-09-20,2012,9,Thursday,7000000,48126384,109.0,Released,7.2,1170,49.517264
2546,The Skulls(2000),"Crime,Drama,Thriller",en,"Canada,United States of America","Universal Pictures,Original Film,Newmarket Capital Group,Cranium Films",2000-03-31,2000,3,Friday,15000000,35007180,106.0,Released,5.8,156,11.375032
2547,The Theory of Everything(2014),"Drama,Romance",en,United Kingdom,Working Title Films,2014-11-26,2014,11,Wednesday,15000000,123726688,123.0,Released,7.8,3311,61.182331
2548,Malibu's Most Wanted(2003),"Comedy,Crime",en,United States of America,"Karz Entertainment,Big Ticket Productions,Warner Bros.",2003-04-10,2003,4,Thursday,0,0,86.0,Released,4.7,77,7.314796
2549,Where the Heart Is(2000),"Comedy,Drama,Romance",en,United States of America,"Twentieth Century Fox Film Corporation,Wind Dancer Films",2000-04-27,2000,4,Thursday,15000000,33771174,120.0,Released,6.9,155,6.857923
2550,Lawrence of Arabia(1962),"Adventure,Drama,History,War",en,United Kingdom,Horizon Pictures (II),1962-12-10,1962,12,Monday,15000000,69995385,216.0,Released,7.8,851,41.286336
2551,Halloween II(2009),Horror,en,United States of America,"Dimension Films,Spectacle Entertainment Group,Trancas International Films",2009-08-28,2009,8,Friday,15000000,39421467,105.0,Released,5.1,267,12.929525
